GEOID,COMMUNITY,LATITUDE,LONGITUDE,YEAR,SHARC_HALIBUT_LBS,ADFG_SALMON_CHINOOK_NUM,ADFG_SALMON_COHO_NUM,ADFG_SALMON_CHUM_NUM,ADFG_SALMON_PINK_NUM,ADFG_SALMON_SOCK_NUM,ADFG_MINVERT_LBS,ADFG_NONSALMFISH_LBS,ADFG_MMAMMAL_NUM,USFWS_POLAR_BEAR_NUM,USFWS_SEA_OTTER_NUM,USFWS_WALRUS_NUM,ABWC_BELUGA_NUM
204210,ATKA,52.2130911,-174.215643,2000,,,,,,,,,17,,0,,                                                                                                                                                 
204210,ATKA,52.2130911,-174.215643,2001,,,,,,,,,63,,0,,                                                                                                                                                 
204210,ATKA,52.2130911,-174.215643,2002,,,,,,,,,110,,0,,                                                                                                                                                
204210,ATKA,52.2130911,-174.215643,2003,1625,,,,,,,,127,,0,,                                                                                                                                            
204210,ATKA,52.2130911,-174.215643,2004,1032,,,,,,,,125,,0,,                                                                                                                                            
204210,ATKA,52.2130911,-174.215643,2005,795,,,,,,,,,,0,,                                                                                                                                                
204210,ATKA,52.2130911,-174.215643,2006,,,,,,,,,26,,0,,                                                                                                                                                 
204210,ATKA,52.2130911,-174.215643,2008,,0,0,0,0,0,,,35,,0,,                                                                                                                                            
204210,ATKA,52.2130911,-174.215643,2010,,,,,,,,,,,1,,                                                                                                                                                   
204430,ATMAUTLUAK,60.8591583,-162.2819874,1990,,2569,350,4006,0,1501,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1991,,1784,254,2394,0,881,,,,,,,                                                                                                                              
204430,ATMAUTLUAK,60.8591583,-162.2819874,1992,,1422,518,3183,0,1304,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1993,,1818,426,1345,0,1387,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1994,,1819,411,1455,0,796,,,,,,,                                                                                                                              
204430,ATMAUTLUAK,60.8591583,-162.2819874,1995,,1918,566,3466,0,1099,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1996,,1801,537,2672,0,1456,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1997,,1768,531,1484,0,724,,,,,,,                                                                                                                              
204430,ATMAUTLUAK,60.8591583,-162.2819874,1998,,1452,425,1916,0,1050,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,1999,,1469,205,1667,0,1874,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,2000,,1174,224,1819,0,1516,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,2001,,740,369,1350,0,958,,,,,,,                                                                                                                               
204430,ATMAUTLUAK,60.8591583,-162.2819874,2002,,1282,591,2189,0,1015,,,,,,,                                                                                                                             
204430,ATMAUTLUAK,60.8591583,-162.2819874,2003,,1396,407,1539,0,868,,,,,,,                                                                                                                              
204430,ATMAUTLUAK,60.8591583,-162.2819874,2004,,1701,561,1793,0,874,,,,,,,                                                                                                                              
204430,ATMAUTLUAK,60.8591583,-162.2819874,2005,,1720,471,1635,37,1194,,,,,,,                                                                                                                            
204430,ATMAUTLUAK,60.8591583,-162.2819874,2007,,1364,361,1802,16,828,,,,,,,                                                                                                                             
204500,ATQASUK,70.4807859,-157.3254592,1994,,1,0,0,0,3,,,,,,,                                                                                                                                           
204500,ATQASUK,70.4807859,-157.3254592,1997,,1,0,0,0,14,,,,,,,                                                                                                                                          
204500,ATQASUK,70.4807859,-157.3254592,1999,,0,0,0,0,20,,,,,,,                                                                                                                                          
204500,ATQASUK,70.4807859,-157.3254592,2003,,,,,,,,,,0,,1,                                                                                                                                              
204500,ATQASUK,70.4807859,-157.3254592,2004,,,,,,,,,,0,,4,                                                                                                                                              
205200,BARROW,71.2540835,-156.798949,1990,,5,0,0,0,103,,,,,,,0                                                                                                                                          
205200,BARROW,71.2540835,-156.798949,1991,,5,0,0,0,333,,,,,,,1                                                                                                                                          
205200,BARROW,71.2540835,-156.798949,1992,,26,15,12,2,172,,,,,,,0                                                                                                                                       
205200,BARROW,71.2540835,-156.798949,1993,,2,0,0,0,131,,,,,,,2                                                                                                                                          
205200,BARROW,71.2540835,-156.798949,1994,,5,0,0,0,141,,,,,,,5                                                                                                                                          
205200,BARROW,71.2540835,-156.798949,1995,,28,5,0,0,282,,,,,,,0                                                                                                                                         
205200,BARROW,71.2540835,-156.798949,1996,,4,14,0,0,229,,,,,,,2                                                                                                                                         
205200,BARROW,71.2540835,-156.798949,1997,,23,11,3,0,487,,,,,,,8                                                                                                                                        
205200,BARROW,71.2540835,-156.798949,1998,,35,0,0,0,487,,,,,,,1                                                                                                                                         
205200,BARROW,71.2540835,-156.798949,1999,,31,0,0,0,464,,,,,,,1                                                                                                                                         
205200,BARROW,71.2540835,-156.798949,2000,,10,0,0,0,221,,,,12,,17,1                                                                                                                                     
205200,BARROW,71.2540835,-156.798949,2001,,17,0,0,0,382,,,,16,,36,1                                                                                                                                     
205200,BARROW,71.2540835,-156.798949,2002,,5,0,0,0,343,,,,27,,42,1                                                                                                                                      
205200,BARROW,71.2540835,-156.798949,2003,,14,0,0,0,322,,,,23,,52,2                                                                                                                                     
205200,BARROW,71.2540835,-156.798949,2004,,34,0,5,0,340,,,,8,,48,1                                                                                                                                      
205200,BARROW,71.2540835,-156.798949,2005,,192,75,0,0,513,,,,19,,13,7                                                                                                                                   
205200,BARROW,71.2540835,-156.798949,2006,,3,5,0,0,123,,,,19,,8,1                                                                                                                                       
205200,BARROW,71.2540835,-156.798949,2007,,41,5,0,0,251,,,,12,,14,15                                                                                                                                    
205200,BARROW,71.2540835,-156.798949,2008,,154,10,0,0,578,,,,11,,24,10                                                                                                                                  
205200,BARROW,71.2540835,-156.798949,2009,,,,,,,,,,8,,10,2                                                                                                                                              
205200,BARROW,71.2540835,-156.798949,2010,800,,,,,,,,,6,,1,2                                                                                                                                            
205200,BARROW,71.2540835,-156.798949,2011,540,,,,,,,,,12,,4,7                                                                                                                                           
,BEAR LAKE,,,1999,,0,0,0,0,151,,,,,,,                                                                                                                                                                   
,BEAR LAKE,,,2000,,0,0,0,0,608,,,,,,,                                                                                                                                                                   
,BEAR LAKE,,,2002,,0,0,0,0,115,,,,,,,                                                                                                                                                                   
,BEAR LAKE,,,2005,,0,0,0,0,102,,,,,,,                                                                                                                                                                   
205750,BEAVER,66.390584,-147.337916,1992,,1564,398,373,0,0,,,,,,,                                                                                                                                       
205750,BEAVER,66.390584,-147.337916,1993,,1294,0,19,0,0,,253,,,,,                                                                                                                                       
205750,BEAVER,66.390584,-147.337916,1994,,850,10,2723,0,0,,,,,,,                                                                                                                                        
205750,BEAVER,66.390584,-147.337916,1995,,1021,20,1267,0,0,,292,,,,,                                                                                                                                    
205750,BEAVER,66.390584,-147.337916,1996,,886,7,581,0,0,,289,,,,,                                                                                                                                       
205750,BEAVER,66.390584,-147.337916,1997,,1859,0,245,0,0,,,,,,,                                                                                                                                         
205750,BEAVER,66.390584,-147.337916,1998,,470,0,424,0,0,,,,,,,                                                                                                                                          
205750,BEAVER,66.390584,-147.337916,1999,,473,0,107,0,0,,,,,,,                                                                                                                                          
205750,BEAVER,66.390584,-147.337916,2000,,196,0,7,0,0,,,,,,,                                                                                                                                            
205750,BEAVER,66.390584,-147.337916,2001,,1368,0,349,0,0,,,,,,,                                                                                                                                         
205750,BEAVER,66.390584,-147.337916,2002,,702,17,78,0,0,,,,,,,                                                                                                                                          
205750,BEAVER,66.390584,-147.337916,2003,,1156,0,199,0,15,,,,,,,                                                                                                                                        
205750,BEAVER,66.390584,-147.337916,2004,,990,0,58,0,14,,,,,,,                                                                                                                                          
205750,BEAVER,66.390584,-147.337916,2005,,957,0,247,0,0,,2605,,,,,                                                                                                                                      
205750,BEAVER,66.390584,-147.337916,2006,,830,0,117,0,0,,,,,,,                                                                                                                                          
205750,BEAVER,66.390584,-147.337916,2007,,1244,354,395,0,0,,,,,,,                                                                                                                                       
205750,BEAVER,66.390584,-147.337916,2008,,546,6,40,0,0,,,,,,,                                                                                                                                           
205750,BEAVER,66.390584,-147.337916,2011,,,,,,,0,15685,0,,,,                                                                                                                                            
206245,BELUGA,61.1912944,-151.1860273,1993,,31,0,0,0,0,,,,,,,                                                                                                                                           
206245,BELUGA,61.1912944,-151.1860273,1997,,0,32,0,0,0,,,,,,,                                                                                                                                           
206245,BELUGA,61.1912944,-151.1860273,1999,,10,82,0,0,0,,,,,,,                                                                                                                                          
206245,BELUGA,61.1912944,-151.1860273,2000,,13,0,0,0,0,,,,,,,                                                                                                                                           
206245,BELUGA,61.1912944,-151.1860273,2001,,8,13,1,3,27,,,,,,,                                                                                                                                          
206245,BELUGA,61.1912944,-151.1860273,2002,,2,27,0,0,0,,,,,,,                                                                                                                                           
206245,BELUGA,61.1912944,-151.1860273,2006,,18,0,0,0,1,65,1609,0,,,,                                                                                                                                    
206245,BELUGA,61.1912944,-151.1860273,2008,,2,10,0,0,0,,,,,,,                                                                                                                                           
,BERING SEA,,,1990,,147,102,1395,0,312,,,,,,,                                                                                                                                                           
,BERING SEA,,,1991,,60,151,1491,0,366,,,,,,,                                                                                                                                                            
,BERING SEA,,,1992,,49,17,246,0,1,,,,,,,                                                                                                                                                                
,BERING SEA,,,1993,,133,180,1134,0,97,,,,,,,                                                                                                                                                            
,BERING SEA,,,1994,,357,203,3004,0,350,,,,,,,                                                                                                                                                           
,BERING SEA,,,1995,,94,22,239,0,5,,,,,,,                                                                                                                                                                
,BERING SEA,,,1996,,45,138,124,0,5,,,,,,,                                                                                                                                                               
,BERING SEA,,,1997,,47,21,273,0,8,,,,,,,                                                                                                                                                                
,BERING SEA,,,1998,,89,335,2347,0,142,,,,,,,                                                                                                                                                            
206520,BETHEL,60.792913,-161.7934051,1990,,19644,19341,18436,0,6434,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1991,,28817,28136,22770,0,17710,,,,,,,                                                                                                                             
206520,BETHEL,60.792913,-161.7934051,1992,,17196,15902,14908,0,7192,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1993,,22083,13764,9172,0,10533,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1994,,24517,12258,12343,0,8566,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1995,,29568,19906,15821,0,8190,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1996,,20783,12929,16403,0,7112,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1997,,21255,15108,8790,0,10937,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1998,,23964,11294,12057,0,8422,,,,,,,                                                                                                                              
206520,BETHEL,60.792913,-161.7934051,1999,,24996,12414,11163,0,13145,,,,,,,                                                                                                                             
206520,BETHEL,60.792913,-161.7934051,2000,,22515,13794,10616,0,12536,,,,,0,2,                                                                                                                           
206520,BETHEL,60.792913,-161.7934051,2001,,27209,14949,11319,0,15724,,,,,0,0,                                                                                                                           
206520,BETHEL,60.792913,-161.7934051,2002,,19305,12966,15082,0,7350,,,,,0,1,                                                                                                                            
206520,BETHEL,60.792913,-161.7934051,2003,44,21475,13237,9829,0,10542,,,,,0,0,                                                                                                                          
206520,BETHEL,60.792913,-161.7934051,2004,555,27504,15068,12162,0,10606,,,,,0,1,                                                                                                                        
206520,BETHEL,60.792913,-161.7934051,2005,592,24473,12268,12535,449,13135,,,,,0,0,                                                                                                                      
206520,BETHEL,60.792913,-161.7934051,2006,1432,23094,17004,18794,906,11798,,,,,0,0,                                                                                                                     
206520,BETHEL,60.792913,-161.7934051,2007,289,29548,12787,15836,383,13556,,,,,5,3,                                                                                                                      
206520,BETHEL,60.792913,-161.7934051,2008,692,35144,16969,18639,0,18005,,,,,0,1,                                                                                                                        
206520,BETHEL,60.792913,-161.7934051,2009,0,,,,,,,,,,0,1,                                                                                                                                               
206520,BETHEL,60.792913,-161.7934051,2010,560,,,,,,,,,,0,0,                                                                                                                                             
206520,BETHEL,60.792913,-161.7934051,2011,200,,,,,,,,,,,0,                                                                                                                                              
206630,BETTLES,66.9063183,-151.5377373,1992,,53,0,51,0,0,,,,,,,                                                                                                                                         
206630,BETTLES,66.9063183,-151.5377373,1993,,1,0,34,0,0,,,,,,,                                                                                                                                          
206630,BETTLES,66.9063183,-151.5377373,1994,,0,0,45,0,0,,,,,,,                                                                                                                                          
206630,BETTLES,66.9063183,-151.5377373,1995,,4,1,1323,0,0,,,,,,,                                                                                                                                        
206630,BETTLES,66.9063183,-151.5377373,1996,,0,0,50,0,10,,,,,,,                                                                                                                                         
206630,BETTLES,66.9063183,-151.5377373,1997,,39,0,210,0,0,,,,,,,                                                                                                                                        
206630,BETTLES,66.9063183,-151.5377373,1998,,20,0,82,0,0,,,,,,,                                                                                                                                         
206630,BETTLES,66.9063183,-151.5377373,1999,,1,0,100,0,30,,,,,,,                                                                                                                                        
206630,BETTLES,66.9063183,-151.5377373,2002,,0,0,0,0,50,,,,,,,                                                                                                                                          
206630,BETTLES,66.9063183,-151.5377373,2003,,0,0,0,0,15,,,,,,,                                                                                                                                          
206630,BETTLES,66.9063183,-151.5377373,2004,,1,0,0,0,0,,,,,,,                                                                                                                                           
206630,BETTLES,66.9063183,-151.5377373,2005,,3,0,54,0,0,,,,,,,                                                                                                                                          
206630,BETTLES,66.9063183,-151.5377373,2011,,,,,,,0,437,0,,,,                                                                                                                                           
207070,BIG LAKE,61.5220256,-149.967886,1990,,13,0,0,0,349,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,1991,,21,0,0,0,566,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,1992,,4,0,0,0,265,,,,,,,                                                                                                                                         
207070,BIG LAKE,61.5220256,-149.967886,1993,,6,0,0,0,462,,,,,,,                                                                                                                                         
207070,BIG LAKE,61.5220256,-149.967886,1994,,15,0,0,0,439,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,1995,,96,0,0,0,788,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,1996,,11,19,0,0,548,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,1997,,27,0,3,0,955,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,1998,,50,36,3,4,1418,,,,,,,                                                                                                                                      
207070,BIG LAKE,61.5220256,-149.967886,1999,,60,15,1,2,1370,,,,,,,                                                                                                                                      
207070,BIG LAKE,61.5220256,-149.967886,2000,,22,25,0,0,677,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,2001,,23,47,0,4,1331,,,,,,,                                                                                                                                      
207070,BIG LAKE,61.5220256,-149.967886,2002,,20,10,2,0,711,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,2003,,12,20,0,0,710,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,2004,,11,4,0,6,779,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,2005,,15,12,0,0,513,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,2006,,29,7,0,0,1012,,,,,,,                                                                                                                                       
207070,BIG LAKE,61.5220256,-149.967886,2007,,36,0,0,0,517,,,,,,,                                                                                                                                        
207070,BIG LAKE,61.5220256,-149.967886,2008,,47,115,2,8,470,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,1992,,44,0,0,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,1993,,1,0,0,0,4,,3,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,1994,,119,0,0,0,0,,1838,,,,,                                                                                                                                 
207620,BIRCH CREEK,66.2665254,-145.8738782,1995,,93,0,0,0,0,,2038,,,,,                                                                                                                                  
207620,BIRCH CREEK,66.2665254,-145.8738782,1996,,1,0,0,0,4,,1389,,,,,                                                                                                                                   
207620,BIRCH CREEK,66.2665254,-145.8738782,1997,,373,3,1,0,0,,376,,,,,                                                                                                                                  
207620,BIRCH CREEK,66.2665254,-145.8738782,1998,,48,0,0,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,1999,,24,0,0,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,2000,,72,0,10,0,0,,,,,,,                                                                                                                                     
207620,BIRCH CREEK,66.2665254,-145.8738782,2002,,67,0,0,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,2003,,78,0,2,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,2004,,82,0,0,0,0,,,,,,,                                                                                                                                      
207620,BIRCH CREEK,66.2665254,-145.8738782,2005,,131,0,0,0,0,,1837,,,,,                                                                                                                                 
207620,BIRCH CREEK,66.2665254,-145.8738782,2006,,174,0,30,0,0,,,,,,,                                                                                                                                    
207620,BIRCH CREEK,66.2665254,-145.8738782,2007,,113,0,0,0,0,,,,,,,                                                                                                                                     
207620,BIRCH CREEK,66.2665254,-145.8738782,2008,,32,0,30,0,0,,,,,,,                                                                                                                                     
,BIRD CREEK,,,1990,,0,15,0,0,15,,,,,,,                                                                                                                                                                  
,BIRD CREEK,,,1993,,0,0,0,0,10,,,,,,,                                                                                                                                                                   
,BIRD CREEK,,,1996,,0,0,0,0,3,,,,,,,                                                                                                                                                                    
,BIRD CREEK,,,1997,,0,0,0,0,9,,,,,,,                                                                                                                                                                    
,BIRD CREEK,,,1998,,1,0,0,0,14,,,,,,,                                                                                                                                                                   
,BIRD CREEK,,,1999,,0,0,0,0,68,,,,,,,                                                                                                                                                                   
,BIRD CREEK,,,2000,,1,0,0,0,14,,,,,,,                                                                                                                                                                   
208740,BREVIG MISSION,65.34392,-166.5084927,1994,,37,883,296,1436,412,,,,,,,                                                                                                                            
208740,BREVIG MISSION,65.34392,-166.5084927,1995,,3,945,1869,1976,1741,,,,,,,                                                                                                                           
208740,BREVIG MISSION,65.34392,-166.5084927,1996,,13,757,2352,1626,728,,,,,,,                                                                                                                           
208740,BREVIG MISSION,65.34392,-166.5084927,1997,,69,532,1088,476,1267,,,,,,,                                                                                                                           
208740,BREVIG MISSION,65.34392,-166.5084927,1998,,138,657,588,5161,590,,,,,,,                                                                                                                           
208740,BREVIG MISSION,65.34392,-166.5084927,1999,,38,774,748,673,919,,,,,,,                                                                                                                             
208740,BREVIG MISSION,65.34392,-166.5084927,2000,,32,530,486,808,1007,,,,,,7,                                                                                                                           
208740,BREVIG MISSION,65.34392,-166.5084927,2001,,41,1070,1041,468,2040,,,,,,22,                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2002,,65,1741,1534,2347,2127,,,,,,0,                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2003,,92,1098,1382,2955,1983,,,,,,8,                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2004,,120,682,1132,2860,2763,,,,,,3,                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2005,,89,326,1110,2898,1736,,,,,,3,                                                                                                                         
208740,BREVIG MISSION,65.34392,-166.5084927,2006,,89,705,1700,2068,1470,,,,,,2,                                                                                                                         
208740,BREVIG MISSION,65.34392,-166.5084927,2007,,40,354,1620,773,2385,,,,,,20,2                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2008,,70,387,940,3089,896,,,,,,1,11                                                                                                                         
208740,BREVIG MISSION,65.34392,-166.5084927,2009,,,,,,,,,,,,2,4                                                                                                                                         
208740,BREVIG MISSION,65.34392,-166.5084927,2010,,,,,,,,,,,,45,5                                                                                                                                        
208740,BREVIG MISSION,65.34392,-166.5084927,2011,,,,,,,,,,,,10,11                                                                                                                                       
209600,BUCKLAND,65.9761063,-161.1386987,1990,,,,,,,,,,,,,31                                                                                                                                             
209600,BUCKLAND,65.9761063,-161.1386987,1992,,,,,,,,,,,,,4                                                                                                                                              
209600,BUCKLAND,65.9761063,-161.1386987,1995,,,,,,,,,,,,,1                                                                                                                                              
209600,BUCKLAND,65.9761063,-161.1386987,1996,,0,0,0,0,0,,,,,,,5                                                                                                                                         
209600,BUCKLAND,65.9761063,-161.1386987,1997,,0,0,0,0,0,,,,,,,1                                                                                                                                         
209600,BUCKLAND,65.9761063,-161.1386987,1998,,,,,,,,,,,,,1                                                                                                                                              
209600,BUCKLAND,65.9761063,-161.1386987,2000,,0,0,0,0,10,,,,0,,,1                                                                                                                                       
209600,BUCKLAND,65.9761063,-161.1386987,2001,,,,,,,,,,0,,,18                                                                                                                                            
209600,BUCKLAND,65.9761063,-161.1386987,2002,,0,0,0,0,0,,,,0,,,2                                                                                                                                        
209600,BUCKLAND,65.9761063,-161.1386987,2005,,0,0,0,0,30,,,,0,,,0                                                                                                                                       
209600,BUCKLAND,65.9761063,-161.1386987,2007,,,,,,,,,,0,,,48                                                                                                                                            
209600,BUCKLAND,65.9761063,-161.1386987,2011,,,,,,,,,,0,,,2                                                                                                                                             
209710,BUTTE,61.5488829,-148.9832854,2003,,6,0,0,0,130,,,,,,,                                                                                                                                           
210150,CANTWELL,63.3864347,-148.8031379,1990,,1,0,0,0,8,,,,,,,                                                                                                                                          
210150,CANTWELL,63.3864347,-148.8031379,1991,,0,0,0,0,72,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,1992,,0,0,0,0,2,,,,,,,                                                                                                                                          
210150,CANTWELL,63.3864347,-148.8031379,1993,,1,0,0,0,65,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,1994,,0,0,0,0,41,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,1995,,3,0,0,0,35,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,1996,,2,0,0,0,91,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,1997,,13,0,0,0,299,,,,,,,                                                                                                                                       
210150,CANTWELL,63.3864347,-148.8031379,1998,,0,3,0,11,51,,,,,,,                                                                                                                                        
210150,CANTWELL,63.3864347,-148.8031379,1999,,59,6,0,0,366,124,1549,0,,,,                                                                                                                               
210150,CANTWELL,63.3864347,-148.8031379,2000,,15,0,0,0,132,,,,,,,                                                                                                                                       
210150,CANTWELL,63.3864347,-148.8031379,2001,,1,0,0,0,223,,,,,,,                                                                                                                                        
210150,CANTWELL,63.3864347,-148.8031379,2002,,0,0,0,0,30,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2003,,1,0,0,0,42,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2004,,1,0,0,0,32,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2005,,0,0,0,0,45,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2006,,1,0,0,0,68,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2007,,1,0,0,0,30,,,,,,,                                                                                                                                         
210150,CANTWELL,63.3864347,-148.8031379,2008,,2,14,0,0,52,,,,,,,                                                                                                                                        
,CANYON VILLAGE,,,1993,,,,,,,,368,,,,,                                                                                                                                                                  
,CANYON VILLAGE,,,1994,,,,,,,,74,,,,,                                                                                                                                                                   
211690,CENTRAL,65.5076037,-144.6279449,1990,,1,0,0,0,2,,,,,,,                                                                                                                                           
211690,CENTRAL,65.5076037,-144.6279449,1991,,1,0,0,0,22,,,,,,,                                                                                                                                          
211690,CENTRAL,65.5076037,-144.6279449,1992,,167,0,191,0,31,,,,,,,                                                                                                                                      
