"Site_ID","Study","General_Location","Specific_Location","State","Region","Latitude","Longitude","Collaborator","Matrix","Scientific_Name","Calendar_Year","Unit","Laboratory","TechMemo_Group","Sum","Count"
"LIHU","Mussel Watch","Long Island Sound","Huntington Harbor","New York","North Atlantic Coast",40.922,-73.4285,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",233.4,39
"LBMP","Mussel Watch","Lake Borgne","Malheureux Point","Louisiana","Gulf Coast",29.867,-89.6785,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",61.8,39
"AESP","Mussel Watch","Apalachee Bay","Spring Creek","Florida","Gulf Coast",30.0633057494513,-84.322,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",29.9,39
"GHWJ","Mussel Watch","Gray's Harbor","Westport Jetty","Washington","Pacific Coast",46.9097,-124.1177,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",139.9,39
"LSMP_DS","Mussel Watch","Lake Superior","Minnesota Point","Minnesota","Great Lakes",46.71097,-92.0228,"","Mussel","Dreissena species","2010","ng/dry g","","Total PAHs",304.9,39
"CBJB","Mussel Watch","Choctawhatchee Bay","Joe's Bayou","Florida","Gulf Coast",30.4108057422079,-86.4908057422079,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",1232.9,39
"SSSI","Mussel Watch","Sapelo Sound","Sapelo Island","Georgia","South Atlantic Coast",31.3928,-81.288,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",146.9,39
"PSNR","Mussel Watch","Pamlico Sound","Neuse River","North Carolina","South Atlantic Coast",35.0896938148188,-76.529,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",12.73,39
"ABLR","Mussel Watch","Aransas Bay","Long Reef","Texas","Gulf Coast",28.0548,-96.9512,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",134.62,39
"BRCL","Mussel Watch","Brazos River","Cedar Lakes","Texas","Gulf Coast",28.858,-95.4647,"","Oyster","Crassostrea virginica","2006","ng/dry g","","Total PAHs",694.9,39
"SRTI","Mussel Watch","Savannah River Estuary","Tybee Island","Georgia","South Atlantic Coast",32.0165,-80.8825,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",1108.2,39
"PRSP","Mussel Watch","Potomac River","Swan Point","Maryland","South Atlantic Coast",38.2817,-76.9337,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",29.78,39
"CAGH","Mussel Watch","Cape Ann","Gap Head","Massachusetts","North Atlantic Coast",42.6577,-70.5973,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",99.3,39
"LMNC","Mussel Watch","Lake Michigan","North Chicago","Illinois","Great Lakes",42.3046915663774,-87.8273084336226,"","Mussel","Dreissena species","2006","ng/dry g","","Total PAHs",1023.1,39
"GBYC","Mussel Watch","Galveston Bay","Yacht Club","Texas","Gulf Coast",29.622,-94.9958060260112,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",1085,39
"WBNA","Mussel Watch","Willapa Bay","Nahcotta","Washington","Pacific Coast",46.4991932111992,-124.02719321731,"","Mussel","Mytilus species","2000","ng/dry g","","Total PAHs",131.1,39
"PRBB","Mussel Watch","Puerto Rico","Bahia de Boqueron","Puerto Rico","South Atlantic Coast",18.0078152883058,-67.1751847116942,"","Oyster","Crassostrea rhizophorae","1996","ng/dry g","","Total PAHs",210.2,39
"JFCF","Mussel Watch","Strait of Juan de Fuca","Cape Flattery","Washington","Pacific Coast",48.3825,-124.728,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",66.1,39
"YBOP","Mussel Watch","Yaquina Bay","Oneatta Point","Oregon","Pacific Coast",44.5752,-123.989,"","Mussel","Mytilus species","1992","ng/dry g","","Total PAHs",712.3,39
"DBCH","Mussel Watch","Delaware Bay","Cape Henlopen","Delaware","North Atlantic Coast",38.7835,-75.1205,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",124.6,39
"BBSD","Mussel Watch","Barataria Bay","Bayou Saint Denis","Louisiana","Gulf Coast",29.4048,-89.9988,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",431.4,39
"LJLJ","Mussel Watch","La Jolla","Point La Jolla","California","Pacific Coast",32.8515,-117.273805133561,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",63.4,39
"MBNR","Mussel Watch","Massachusetts Bay","North River","Massachusetts","North Atlantic Coast",42.1603060076605,-70.7425,"","Mussel","Mytilus edulis","1995","ng/dry g","","Total PAHs",784.34,39
"BIBI","Mussel Watch","Block Island Sound","Block Island","Rhode Island","North Atlantic Coast",41.1981941361328,-71.5921941361328,"","Mussel","Mytilus edulis","1997","ng/dry g","","Total PAHs",252.4,39
"PDSC","Mussel Watch","Point Delgada","Shelter Cove","California","Pacific Coast",40.0225,-124.0733,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",11.11,39
"BPBP","Mussel Watch","Barber's Point","Barber's Pt. Harbor","Hawaii","Pacific Coast",21.3203,-158.1197,"","Oyster","Dendostrea sandvichensis","1998","ng/dry g","","Total PAHs",0,39
"LICR","Mussel Watch","Long Island Sound","Connecticut River","Connecticut","North Atlantic Coast",41.2667,-72.3417,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",396.8,39
"SAPP","Mussel Watch","San Antonio Bay","Panther Point Reef","Texas","Gulf Coast",28.2323,-96.7082,"","Oyster","Crassostrea virginica","1999","ng/dry g","","Total PAHs",6.2,39
"JHJH","Mussel Watch","Joseph Harbor Bayou","Joseph Harbor Bayou","Louisiana","Gulf Coast",29.6368,-92.7668,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",345.94,39
"GBTD","Mussel Watch","Galveston Bay","Todd's Dump","Texas","Gulf Coast",29.503,-94.896,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",1061.403392,39
"JHJH","Mussel Watch","Joseph Harbor Bayou","Joseph Harbor Bayou","Louisiana","Gulf Coast",29.6368,-92.7668,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",44.8,39
"TBMK","Mussel Watch","Tampa Bay","Mullet Key Bayou","Florida","Gulf Coast",27.6208,-82.7265,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",217.59,39
"EVFU","Mussel Watch","Everglades","Faka Union Bay","Florida","Gulf Coast",25.9023,-81.5123,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",240.640005,39
"DBBD","Mussel Watch","Delaware Bay","Ben Davis Pt. Shoal","New Jersey","North Atlantic Coast",39.2523058766904,-75.3028058766904,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",366.7,39
"BRCL","Mussel Watch","Brazos River","Cedar Lakes","Texas","Gulf Coast",28.858,-95.4647,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",52.19,39
"NRNF_DS","Mussel Watch","Niagara River","Niagara Falls","New York","Great Lakes",43.05093,-78.89618,"","Mussel","Dreissena species","2011","ng/dry g","","Total PAHs",4691.81,39
"SPFP","Mussel Watch","San Pedro Harbor","Fishing Pier","California","Pacific Coast",33.7066893315469,-118.274189341149,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",3823.1,39
"LMHB","Mussel Watch","Lake Michigan","Holland Breakwater","Michigan","Great Lakes",42.7731928907366,-86.215,"","Mussel","Dreissena species","1994","ng/dry g","","Total PAHs",1153.479,39
"CHSF","Mussel Watch","Charleston Harbor","Shutes Folly Island","South Carolina","South Atlantic Coast",32.7735,-79.9121848196856,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",1225.26,39
"NBWJ","Mussel Watch","Newport Beach","West Jetty","California","Pacific Coast",33.591,-117.89,"","Mussel","Mytilus species","2000","ng/dry g","","Total PAHs",52.2,39
"CHSF","Mussel Watch","Charleston Harbor","Shutes Folly Island","South Carolina","South Atlantic Coast",32.7735,-79.9121848196856,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",4432,39
"MRCB","Mussel Watch","Matanzas River","Crescent Beach","Florida","South Atlantic Coast",29.764,-81.2618,"","Oyster","Crassostrea virginica","2011","ng/dry g","","Total PAHs",120.54,39
"CBFM","Mussel Watch","Charlotte Harbor","Fort Meyers","Florida","Gulf Coast",26.5583,-81.9228,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",355.26,39
"PCFB","Mussel Watch","Pudding Creek","Fort Bragg","California","Pacific Coast",39.4609,-123.8093,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",16.9,39
"LPNO","Mussel Watch","Lake Pontchartrain","New Orleans","Louisiana","Gulf Coast",30.0363,-90.0413,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",803.2,39
"SDHI","Mussel Watch","San Diego Bay","Harbor Island","California","Pacific Coast",32.724690928903,-117.194690937068,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",964.6,39
"ABOB","Mussel Watch","Atchafalaya Bay","Oyster Bayou","Louisiana","Gulf Coast",29.2555,-91.136193857308,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",27.2,39
"GBYC","Mussel Watch","Galveston Bay","Yacht Club","Texas","Gulf Coast",29.622,-94.9958060260112,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",1556.2299595,39
"MSPC","Mussel Watch","Mississippi Sound","Pass Christian","Mississippi","Gulf Coast",30.3023056920106,-89.3271943079894,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",570.5,39
"HRRB","Mussel Watch","Hudson/Raritan Estuary","Raritan Bay","New York","North Atlantic Coast",40.519,-74.1845,"","Mussel","Geukensia demissa","2002","ng/dry g","","Total PAHs",4790.6,39
"MBNR","Mussel Watch","Massachusetts Bay","North River","Massachusetts","North Atlantic Coast",42.1603060076605,-70.7425,"","Mussel","Mytilus edulis","2003","ng/dry g","","Total PAHs",663.9,39
"LMSB","Mussel Watch","Lower Laguna Madre","South Bay","Texas","Gulf Coast",26.0431945117668,-97.176,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",49.15,39
"MRCB","Mussel Watch","Matanzas River","Crescent Beach","Florida","South Atlantic Coast",29.764,-81.2618,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",82.64,39
"SRTI","Mussel Watch","Savannah River Estuary","Tybee Island","Georgia","South Atlantic Coast",32.0165,-80.8825,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",596.76,39
"MBCB","Mussel Watch","Matagorda Bay","Carancahua Bay","Texas","Gulf Coast",28.665,-96.383,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",453.96,39
"TBLF","Mussel Watch","Terrebonne Bay","Lake Felicity","Louisiana","Gulf Coast",29.2642,-90.3982,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",47.6,39
"LHTB","Mussel Watch","Lake Huron","Thunder Bay","Michigan","Great Lakes",44.9221919406967,-83.4135,"","Mussel","Dreissena species","2000","ng/dry g","","Total PAHs",55.7,39
"LMMB_9_DS","Mussel Watch","Lake Michigan","Milwaukee Bay","Wisconsin","Great Lakes",43.0284411524823,-87.92562,"","Mussel","Dreissena species","2013","ng/dry g","","Total PAHs",33477.7,39
"NBDU","Mussel Watch","Narragansett Bay","Dutch Island","Rhode Island","North Atlantic Coast",41.501304569001,-71.392804569001,"","Mussel","Mytilus edulis","1994","ng/dry g","","Total PAHs",1051.9,39
"CLSJ","Mussel Watch","Calcasieu Lake","St. Johns Island","Louisiana","Gulf Coast",29.829,-93.384,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",623.9,39
"LORC","Mussel Watch","Lake Ontario","Rochester","New York","Great Lakes",43.2578068163855,-77.4953068163855,"","Mussel","Dreissena species","1999","ng/dry g","","Total PAHs",502.76,39
"GBSC","Mussel Watch","Galveston Bay","Ship Channel","Texas","Gulf Coast",29.7045,-94.993,"","Oyster","Crassostrea virginica","1991","ng/dry g","","Total PAHs",8470.43,39
"CBHP","Mussel Watch","Chesapeake Bay","Hackett Point Bar","Maryland","South Atlantic Coast",38.9695,-76.414690421544,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",229.3,39
"LEAB_DS","Mussel Watch","Lake Erie","Ashtabula","Ohio","Great Lakes",41.9226808178261,-80.71802,"","Mussel","Dreissena species","2009","ng/dry g","","Total PAHs",309.3,39
"SSBI","Mussel Watch","South Puget Sound","Budd Inlet","Washington","Pacific Coast",47.0993059820459,-122.894194023338,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",1023.83,39
"SCRF","Mussel Watch","Scripps Reef","Scripps Reef","California","Pacific Coast",32.8716086408716,-117.253191343578,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",79.7,39
"LESP","Mussel Watch","Lake Erie","Stony Point","Michigan","Great Lakes",41.9586933941968,-83.233,"","Mussel","Dreissena species","1999","ng/dry g","","Total PAHs",1989.29,39
"NBDI","Mussel Watch","Narragansett Bay","Dyer Island","Rhode Island","North Atlantic Coast",41.6048048182475,-71.3051951817525,"","Mussel","Mytilus edulis","2011","ng/dry g","","Total PAHs",556.08,39
"PBSI","Mussel Watch","Penobscot Bay","Sears Island","Maine","North Atlantic Coast",44.456694944563,-68.883194944563,"","Mussel","Mytilus edulis","2001","ng/dry g","","Total PAHs",184.5,39
"PBPI","Mussel Watch","Penobscot Bay","Pickering Island","Maine","North Atlantic Coast",44.2648067876114,-68.7336932123886,"","Mussel","Mytilus edulis","1995","ng/dry g","","Total PAHs",40.75,39
"PBPH","Mussel Watch","Pensacola Bay","Public Harbor","Florida","Gulf Coast",30.4136933485652,-87.1913066514348,"","Oyster","Crassostrea virginica","2000","ng/dry g","","Total PAHs",237.8,39
"CKBP","Mussel Watch","Cedar Key","Black Point","Florida","Gulf Coast",29.2066947257176,-83.0695,"","Oyster","Crassostrea virginica","2007","ng/dry g","","Total PAHs",19.2,39
"LBBW","Mussel Watch","Long Beach","Breakwater","California","Pacific Coast",33.7231929856523,-118.1735,"","Mussel","Mytilus species","2006","ng/dry g","","Total PAHs",581.1,39
"BBGC","Mussel Watch","Biscayne Bay","Gould's Canal","Florida","South Atlantic Coast",25.5333110751724,-80.3231889248276,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",884.9,39
"DBCH","Mussel Watch","Delaware Bay","Cape Henlopen","Delaware","North Atlantic Coast",38.7835,-75.1205,"","Mussel","Mytilus edulis","2007","ng/dry g","","Total PAHs",706.6,39
"MBDR","Mussel Watch","Mobile Bay","Dog River","Alabama","Gulf Coast",30.5916925993355,-88.0398074006645,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",1187.3,39
"LEAB","Mussel Watch","Lake Erie","Ashtabula","Ohio","Great Lakes",41.9246931836145,-80.7183068163855,"","Mussel","Dreissena species","2007","ng/dry g","","Total PAHs",249.4,39
"EVFU","Mussel Watch","Everglades","Faka Union Bay","Florida","Gulf Coast",25.9023,-81.5123,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",181.3,39
"GBOB","Mussel Watch","Galveston Bay","Offatts Bayou","Texas","Gulf Coast",29.284,-94.8363057916605,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",729.17666,39
"MBTP","Mussel Watch","Matagorda Bay","Tres Palacios Bay","Texas","Gulf Coast",28.6663,-96.2335,"","Oyster","Crassostrea virginica","1989","ng/dry g","","Total PAHs",166.9633305,39
"TBHB","Mussel Watch","Tampa Bay","Hillsborough Bay","Florida","Gulf Coast",27.8548062083073,-82.3946937916927,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",878.6,39
"LMSB","Mussel Watch","Lower Laguna Madre","South Bay","Texas","Gulf Coast",26.0431945117668,-97.176,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",52.8,39
"PBSI","Mussel Watch","Penobscot Bay","Sears Island","Maine","North Atlantic Coast",44.456694944563,-68.883194944563,"","Mussel","Mytilus edulis","1995","ng/dry g","","Total PAHs",331.86,39
"PSKP","Mussel Watch","Port Susan","Kayak Point","Washington","Pacific Coast",48.1365170916667,-122.365306537366,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",191.9,39
"GBOB","Mussel Watch","Galveston Bay","Offatts Bayou","Texas","Gulf Coast",29.284,-94.8363057916605,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",1240.7,39
"LMPI","Mussel Watch","Lower Laguna Madre","Port Isabel","Texas","Gulf Coast",26.0748067076166,-97.1995,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",224.68,39
"BBGN","Mussel Watch","Buzzards Bay","Goosebury Neck","Massachusetts","North Atlantic Coast",41.4816869858069,-71.0373130141931,"","Mussel","Mytilus edulis","2006","ng/dry g","","Total PAHs",162.9,39
"CBSR","Mussel Watch","Choctawhatchee Bay","Off Santa Rosa","Florida","Gulf Coast",30.412,-86.2036967885156,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",27.7,39
"CHFJ","Mussel Watch","Charleston Harbor","Fort Johnson","South Carolina","South Atlantic Coast",32.7505,-79.9003151334505,"","Oyster","Crassostrea virginica","2002","ng/dry g","","Total PAHs",1443.3,39
"CCNH","Mussel Watch","Cape Cod","Nauset Harbor","Massachusetts","North Atlantic Coast",41.7958050509546,-69.9461949490454,"","Mussel","Geukensia demissa","1999","ng/dry g","","Total PAHs",3267.77,39
"MSPC","Mussel Watch","Mississippi Sound","Pass Christian","Mississippi","Gulf Coast",30.3023056920106,-89.3271943079894,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",336.9,39
"BIBL","Mussel Watch","Barnegat Inlet","Barnegat Light","New Jersey","North Atlantic Coast",39.7616941384802,-74.095,"","Mussel","Mytilus edulis","2005","ng/dry g","","Total PAHs",657.4,39
"CBBO","Mussel Watch","Chesapeake Bay","Bodkin Point","Maryland","South Atlantic Coast",39.1573135670192,-76.4048135670192,"","Oyster","Crassostrea virginica","2003","ng/dry g","","Total PAHs",419,39
"SFEM","Mussel Watch","San Francisco Bay","Emeryville","California","Pacific Coast",37.8205,-122.33,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",1628.45,39
"MSSP","Mussel Watch","Merriconeag Sound","Stover Point","Maine","North Atlantic Coast",43.7578,-69.9977,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",184.7,39
"WIPP","Mussel Watch","Whidbey Island","Possession Point","Washington","Pacific Coast",47.9097,-122.3743,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",1746,39
"MBML","Mussel Watch","Monterey Bay","Moss Landing","California","Pacific Coast",36.8012,-121.7897,"","Mussel","Mytilus species","2007","ng/dry g","","Total PAHs",37,39
"RBMJ","Mussel Watch","Redondo Beach","Municipal Jetty","California","Pacific Coast",33.832,-118.392810986817,"","Mussel","Mytilus species","2002","ng/dry g","","Total PAHs",58.4,39
"VBSP","Mussel Watch","Vermilion Bay","Southwest Pass","Louisiana","Gulf Coast",29.5795,-92.051,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",549.64,39
"LMMU","Mussel Watch","Lake Michigan","Muskegon","Michigan","Great Lakes",43.2282,-86.3469,"","Mussel","Dreissena species","2004","ng/dry g","","Total PAHs",953.5,39
"HHKB","Mussel Watch","Hawaii","Kaneohe Bay","Hawaii","Pacific Coast",21.4118,-157.7788,"","Oyster","Dendostrea sandvichensis","2006","ng/dry g","","Total PAHs",303.5,39
"PALH","Mussel Watch","Point Arena","Lighthouse","California","Pacific Coast",38.953,-123.743,"","Mussel","Mytilus species","1997","ng/dry g","","Total PAHs",59.1,39
"BHHB","Mussel Watch","Boston Harbor","Hingham Bay","Massachusetts","North Atlantic Coast",42.276,-70.8833057881331,"","Mussel","Mytilus edulis","2003","ng/dry g","","Total PAHs",1129.2,39
"WIPP","Mussel Watch","Whidbey Island","Possession Point","Washington","Pacific Coast",47.9097,-122.3743,"","Mussel","Mytilus species","1995","ng/dry g","","Total PAHs",1328.5,39
"NBWJ","Mussel Watch","Newport Beach","West Jetty","California","Pacific Coast",33.591,-117.89,"","Mussel","Mytilus species","2008","ng/dry g","","Total PAHs",59.6,39
"GBTD","Mussel Watch","Galveston Bay","Todd's Dump","Texas","Gulf Coast",29.503,-94.896,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",2511.346658,39
"LEOW","Mussel Watch","Lake Erie","Old Woman Creek","Ohio","Great Lakes",41.385,-82.5187,"","Mussel","Dreissena species","2003","ng/dry g","","Total PAHs",1634.2,39
"LMMU_DS","Mussel Watch","Lake Michigan","Muskegon Breakwater","Michigan","Great Lakes",43.22299,-86.34276,"","Mussel","Dreissena species","2010","ng/dry g","","Total PAHs",994.6,39
"TBMK","Mussel Watch","Tampa Bay","Mullet Key Bayou","Florida","Gulf Coast",27.6208,-82.7265,"","Oyster","Crassostrea virginica","1992","ng/dry g","","Total PAHs",505.01,39
"ABWJ","Mussel Watch","Anaheim Bay","West Jetty","California","Pacific Coast",33.7335,-118.101,"","Mussel","Mytilus species","2001","ng/dry g","","Total PAHs",815.7,39
"JHJH","Mussel Watch","Joseph Harbor Bayou","Joseph Harbor Bayou","Louisiana","Gulf Coast",29.6368,-92.7668,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",219.02,39
"CBJB","Mussel Watch","Choctawhatchee Bay","Joe's Bayou","Florida","Gulf Coast",30.4108057422079,-86.4908057422079,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",14760.06,39
"CBBO","Mussel Watch","Chesapeake Bay","Bodkin Point","Maryland","South Atlantic Coast",39.1573135670192,-76.4048135670192,"","Oyster","Crassostrea virginica","2005","ng/dry g","","Total PAHs",476.2,39
"LBBW","Mussel Watch","Long Beach","Breakwater","California","Pacific Coast",33.7231929856523,-118.1735,"","Mussel","Mytilus species","1998","ng/dry g","","Total PAHs",117,39
"PCLO","Mussel Watch","Panama City","Little Oyster Bar","Florida","Gulf Coast",30.2513,-85.681,"","Oyster","Crassostrea virginica","1991","ng/dry g","","Total PAHs",1307.533317,39
"LPNO","Mussel Watch","Lake Pontchartrain","New Orleans","Louisiana","Gulf Coast",30.0363,-90.0413,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",2561,39
"BIPI","Mussel Watch","Beaufort Inlet","Pivers Island","North Carolina","South Atlantic Coast",34.7183104808911,-76.6755,"","Oyster","Crassostrea virginica","1998","ng/dry g","","Total PAHs",1862.8,39
"SHFP","Mussel Watch","Salem Harbor","Folger Point","Massachusetts","North Atlantic Coast",42.5135,-70.844193989055,"","Mussel","Mytilus edulis","2009","ng/dry g","","Total PAHs",493.1,39
"CBJB","Mussel Watch","Choctawhatchee Bay","Joe's Bayou","Florida","Gulf Coast",30.4108057422079,-86.4908057422079,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",166.34,39
"LHTB","Mussel Watch","Lake Huron","Thunder Bay","Michigan","Great Lakes",44.9221919406967,-83.4135,"","Mussel","Dreissena species","2002","ng/dry g","","Total PAHs",862.4,39
"HMBJ","Mussel Watch","Eureka","Humboldt Bay Jetty","California","Pacific Coast",40.7642,-124.2375,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",63,39
"HHKL","Mussel Watch","Honolulu Hrb.","Keehi Lagoon","Hawaii","Pacific Coast",21.3167,-157.8858,"","Oyster","Dendostrea sandvichensis","2008","ng/dry g","","Total PAHs",8061.3,39
"TBOT","Mussel Watch","Tampa Bay","Old Tampa Bay","Florida","Gulf Coast",28.023694134605,-82.632805865395,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",405.806666,39
"PBPH","Mussel Watch","Pensacola Bay","Public Harbor","Florida","Gulf Coast",30.4136933485652,-87.1913066514348,"","Oyster","Crassostrea virginica","2008","ng/dry g","","Total PAHs",550.7,39
"TBHP","Mussel Watch","Tillamook Bay","Hobsonville Point","Oregon","Pacific Coast",45.5472,-123.9075,"","Mussel","Mytilus species","1994","ng/dry g","","Total PAHs",310.76,39
"LBBW","Mussel Watch","Long Beach","Breakwater","California","Pacific Coast",33.7231929856523,-118.1735,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",197.5,39
"CBCH","Mussel Watch","Coos Bay","Coos Head","Oregon","Pacific Coast",43.35,-124.330805952959,"","Mussel","Mytilus species","1999","ng/dry g","","Total PAHs",161.2,39
"PCMP","Mussel Watch","Panama City","Municipal Pier","Florida","Gulf Coast",30.1511923429189,-85.663,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",6390.27,39
"CBBI","Mussel Watch","Charlotte Harbor","Bird Island","Florida","Gulf Coast",26.5143041065325,-82.0345,"","Oyster","Crassostrea virginica","1993","ng/dry g","","Total PAHs",60.37,39
"KTMP","Mussel Watch","Ketchikan","Mountain Point","Alaska","Pacific Coast",55.2938,-131.548,"","Mussel","Mytilus species","1999","ng/dry g","","Total PAHs",416.58,39
"SLBB","Mussel Watch","Sabine Lake","Blue Buck Point","Louisiana","Gulf Coast",29.7908058956875,-93.9063058956875,"","Oyster","Crassostrea virginica","2004","ng/dry g","","Total PAHs",537.5,39
"LMAC","Mussel Watch","Lower Laguna Madre","Arroyo Colorado","Texas","Gulf Coast",26.2825,-97.285307006076,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",69.608,39
"MBCP","Mussel Watch","Mobile Bay","Cedar Point Reef","Alabama","Gulf Coast",30.3155,-88.1338,"","Oyster","Crassostrea virginica","2012","ng/dry g","","Total PAHs",154.236,39
"LBMP","Mussel Watch","Lake Borgne","Malheureux Point","Louisiana","Gulf Coast",29.867,-89.6785,"","Oyster","Crassostrea virginica","1990","ng/dry g","","Total PAHs",289.4499894,39
"FBJB","Mussel Watch","Florida Bay","Joe Bay","Florida","South Atlantic Coast",25.2121886426331,-80.534,"","Oyster","Crassostrea virginica","1997","ng/dry g","","Total PAHs",49.6,39
"RBHC","Mussel Watch","Rookery Bay","Henderson Creek","Florida","Gulf Coast",26.027,-81.7388059417176,"","Oyster","Crassostrea virginica","2010","ng/dry g","","Total PAHs",101.1,39
"MSPB","Mussel Watch","Mississippi Sound","Pascagoula Bay","Mississippi","Gulf Coast",30.336,-88.5891944160766,"","Oyster","Crassostrea virginica","1996","ng/dry g","","Total PAHs",331.1,39
"MBVB","Mussel Watch","Mission Bay","Ventura Bridge","California","Pacific Coast",32.7675,-117.242,"","Mussel","Mytilus species","2004","ng/dry g","","Total PAHs",264.4,39
"TBPB","Mussel Watch","Tampa Bay","Papys Bayou","Florida","Gulf Coast",27.844303943748,-82.6115,"","Oyster","Crassostrea virginica","1994","ng/dry g","","Total PAHs",506.32,39
"VBSP","Mussel Watch","Vermilion Bay","Southwest Pass","Louisiana","Gulf Coast",29.5795,-92.051,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",185.89,39
"EBFR","Mussel Watch","Elliott Bay","Four-Mile Rock","Washington","Pacific Coast",47.6388059336732,-122.413805928332,"","Mussel","Mytilus edulis","2011","ng/dry g","","Total PAHs",11319.4,39
"PPJB","Mussel Watch","Partington Point","Julia P. Burns ASBS","California","Pacific Coast",36.175,-121.94,"","Mussel","Mytilus species","2009","ng/dry g","","Total PAHs",13.9,39
"CLSJ","Mussel Watch","Calcasieu Lake","St. Johns Island","Louisiana","Gulf Coast",29.829,-93.384,"","Oyster","Crassostrea virginica","1995","ng/dry g","","Total PAHs",591.7,39
"BSSI","Mussel Watch","Breton Sound","Sable Island","Louisiana","Gulf Coast",29.4057,-89.4838,"","Oyster","Crassostrea virginica","2009","ng/dry g","","Total PAHs",231.2,39
