GEOID,COMMUNITY,LATITUDE,LONGITUDE,YEAR,SHARC_HALIBUT_LBS,ADFG_SALMON_CHINOOK_NUM,ADFG_SALMON_COHO_NUM,ADFG_SALMON_CHUM_NUM,ADFG_SALMON_PINK_NUM,ADFG_SALMON_SOCK_NUM,ADFG_MINVERT_LBS,ADFG_NONSALMFISH_LBS,ADFG_MMAMMAL_NUM,USFWS_POLAR_BEAR_NUM,USFWS_SEA_OTTER_NUM,USFWS_WALRUS_NUM,ABWC_BELUGA_NUM,Halibut_kg,Invert_kg,NonSalmon_kg,Chinook_kg,Coho_kg,Chum_kg,Sockeye_kg,Pink_kg,PolarBear_kg,SeaOtter_kg,Walrus_kg,Beluga_kg
226100,FORT GREELY,63.8997943,-145.5935877,2008,NA,7,0,0,0,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,0,670.5,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1992,NA,4122,341,4012,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41220,1023,10030,18,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1993,NA,6433,5,6354,0,0,NA,1185,NA,NA,NA,NA,NA,NA,NA,537.4149659863946,64330,15,15885,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1994,NA,4889,963,8870,0,0,NA,1570,NA,NA,NA,NA,NA,NA,NA,712.0181405895692,48890,2889,22175,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1995,NA,3132,4,10193,0,0,NA,561,NA,NA,NA,NA,NA,NA,NA,254.42176870748298,31320,12,25482.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1996,NA,4957,157,8170,0,13,NA,2356,NA,NA,NA,NA,NA,NA,NA,1068.4807256235827,49570,471,20425,29.25,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1997,NA,3145,248,6253,0,0,NA,686,NA,NA,NA,NA,NA,NA,NA,311.1111111111111,31450,744,15632.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1998,NA,1771,37,3065,0,0,NA,55,NA,NA,NA,NA,NA,NA,NA,24.94331065759637,17710,111,7662.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,1999,NA,2539,124,9702,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25390,372,24255,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2000,NA,976,120,331,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9760,360,827.5,9,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2001,NA,2361,972,2498,0,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23610,2916,6245,155.25,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2002,NA,2348,14,5355,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23480,42,13387.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2003,NA,4004,244,10137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40040,732,25342.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2004,NA,4430,19,8489,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44300,57,21222.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2005,NA,3591,394,8155,0,0,NA,15954,NA,NA,NA,NA,NA,NA,NA,7235.374149659864,35910,1182,20387.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2006,NA,3144,35,7343,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31440,105,18357.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2007,NA,4076,2821,8375,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40760,8463,20937.5,0,0,NA,NA,NA,NA
226760,FORT YUKON,66.5876075,-145.2291919,2008,NA,1991,1618,14482,196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19910,4854,36205,0,294,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,1992,NA,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,22.5,0,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,1993,NA,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18,0,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,1996,NA,1,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,15.75,0,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,1999,NA,0,0,0,0,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,389.25,0,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,2000,NA,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6.75,0,NA,NA,NA,NA
226870,FOX,64.9750541,-147.6088374,2003,NA,14,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,0,0,135,0,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,1994,NA,2,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,78.75,0,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,1996,NA,28,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,0,0,38.25,0,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,1998,NA,NA,NA,NA,NA,NA,3268,2213,0,NA,NA,NA,NA,NA,1482.0861678004535,1003.6281179138322,NA,NA,NA,NA,NA,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,2005,NA,3,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,83.25,0,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,2010,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.70294784580499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227090,FRITZ CREEK,59.7468194,-151.2887076,2011,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.675736961451246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1990,NA,103,0,0,0,6175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,0,0,13893.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1991,NA,294,0,0,0,4624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,0,0,10404,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1992,NA,190,0,0,0,5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,0,0,11403,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1993,NA,328,0,0,0,6252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,0,0,14067,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1994,NA,328,0,0,0,4903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,0,0,11031.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1995,NA,395,3,0,0,5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,9,0,12656.25,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1996,NA,81,10,0,0,5166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,30,0,11623.5,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1997,NA,208,174,0,0,8064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2080,522,0,18144,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1998,NA,104,6,0,0,6451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,18,0,14514.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,1999,NA,332,539,0,0,5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320,1617,0,11943,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2000,NA,309,67,0,0,6395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090,201,0,14388.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2001,NA,263,126,17,0,7188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630,378,42.5,16173,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2002,NA,186,0,0,0,2474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,0,0,5566.5,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2003,NA,52,0,0,0,1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,0,0,3098.25,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2004,NA,148,0,0,0,3865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480,0,0,8696.25,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2005,NA,155,0,0,0,6565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,0,0,14771.25,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2006,NA,145,4,0,0,4471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,12,0,10059.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2007,NA,235,30,0,0,5059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2350,90,0,11382.75,0,NA,NA,NA,NA
227420,GAKONA,62.3607819,-145.2656691,2008,NA,153,21,0,0,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,63,0,5175,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1990,NA,0,0,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.5,65.25,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1992,NA,1991,1398,23049,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19910,4194,57622.5,60.75,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1993,NA,2385,123,12167,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23850,369,30417.5,99,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1994,NA,1835,803,15700,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18350,2409,39250,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1995,NA,1549,277,16515,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15490,831,41287.5,22.5,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1996,NA,2954,780,62691,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29540,2340,156727.5,0,78,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1997,NA,2385,1002,14240,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23850,3006,35600,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1998,NA,1678,322,4251,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16780,966,10627.5,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,1999,NA,2578,123,3620,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25780,369,9050,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2000,NA,789,71,1384,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7890,213,3460,47.25,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2001,NA,1755,142,473,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17550,426,1182.5,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2002,NA,1525,169,1061,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15250,507,2652.5,135,75,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2003,NA,3112,1507,1799,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31120,4521,4497.5,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2004,NA,3296,1307,2369,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32960,3921,5922.5,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2005,NA,2864,607,3708,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28640,1821,9270,24.75,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2006,NA,2380,137,2837,0,0,NA,110216,NA,NA,NA,NA,NA,NA,NA,49984.58049886621,23800,411,7092.5,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2007,NA,2511,425,2042,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25110,1275,5105,0,0,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2008,NA,2233,558,2122,31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22330,1674,5305,65.25,46.5,NA,NA,NA,NA
227530,GALENA,64.7399521,-156.8739688,2010,NA,NA,NA,NA,NA,NA,208,108780,0,NA,NA,NA,NA,NA,94.33106575963718,49333.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
227640,GAMBELL,63.7772011,-171.7257101,1993,NA,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15.75,0,NA,NA,NA,NA
227640,GAMBELL,63.7772011,-171.7257101,1998,NA,80,484,441,1029,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,1452,1102.5,636.75,1543.5,NA,NA,NA,NA
227640,GAMBELL,63.7772011,-171.7257101,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,380700,NA
227640,GAMBELL,63.7772011,-171.7257101,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,241920,NA
227640,GAMBELL,63.7772011,-171.7257101,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,NA,357480,NA
227640,GAMBELL,63.7772011,-171.7257101,2003,105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,817,NA,47.61904761904762,NA,NA,NA,NA,NA,NA,NA,0,NA,441180,NA
227640,GAMBELL,63.7772011,-171.7257101,2004,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,383,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,206820,NA
227640,GAMBELL,63.7772011,-171.7257101,2005,0,0,1,1,22,0,NA,NA,NA,6,NA,519,NA,0,NA,NA,0,3,2.5,0,33,1500,NA,280260,NA
227640,GAMBELL,63.7772011,-171.7257101,2006,0,0,0,0,0,0,NA,NA,NA,12,NA,469,NA,0,NA,NA,0,0,0,0,0,3000,NA,253260,NA
227640,GAMBELL,63.7772011,-171.7257101,2007,0,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,705,NA,0,NA,NA,NA,NA,NA,NA,NA,2000,NA,380700,NA
227640,GAMBELL,63.7772011,-171.7257101,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,337500,NA
227640,GAMBELL,63.7772011,-171.7257101,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,424980,NA
227640,GAMBELL,63.7772011,-171.7257101,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,274860,NA
227640,GAMBELL,63.7772011,-171.7257101,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,240300,NA
227700,GAME CREEK,58.0501048,-135.5125475,1996,NA,NA,NA,NA,NA,NA,2346,1194,0,NA,NA,NA,NA,NA,1063.9455782312925,541.4965986394558,NA,NA,NA,NA,NA,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1990,NA,271,22,0,0,8297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710,66,0,18668.25,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1991,NA,298,0,0,0,8387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980,0,0,18870.75,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1992,NA,328,15,0,0,9924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280,45,0,22329,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1993,NA,272,4,0,0,8805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720,12,0,19811.25,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1994,NA,399,6,0,0,11462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3990,18,0,25789.5,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1995,NA,371,71,0,0,10066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710,213,0,22648.5,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1996,NA,332,57,0,0,10067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3320,171,0,22650.75,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1997,NA,415,0,0,0,13235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150,0,0,29778.75,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1998,NA,376,19,0,0,10510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3760,57,0,23647.5,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,1999,NA,441,64,0,0,12302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4410,192,0,27679.5,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2000,NA,1028,79,0,0,8065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10280,237,0,18146.25,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2001,NA,413,376,0,0,8753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4130,1128,0,19694.25,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2002,NA,462,175,0,0,6620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620,525,0,14895,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2003,NA,169,96,0,0,4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690,288,0,9252,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2004,NA,408,38,0,0,5386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4080,114,0,12118.5,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2005,NA,391,26,0,0,9069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3910,78,0,20405.25,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2006,NA,578,24,0,0,8355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5780,72,0,18798.75,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2007,NA,523,135,0,0,8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5230,405,0,19239.75,0,NA,NA,NA,NA
228740,GLENNALLEN,62.1465811,-145.8004787,2008,NA,185,145,0,0,3257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,435,0,7328.25,0,NA,NA,NA,NA
229180,GOLOVIN,64.5636669,-163.0010031,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550
229180,GOLOVIN,64.5636669,-163.0010031,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100
229180,GOLOVIN,64.5636669,-163.0010031,1994,NA,48,336,833,5066,163,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,480,1008,2082.5,366.75,7599,NA,NA,NA,550
229180,GOLOVIN,64.5636669,-163.0010031,1995,NA,106,441,4235,2940,33,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1060,1323,10587.5,74.25,4410,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,1996,NA,62,1261,1054,6166,70,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,620,3783,2635,157.5,9249,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,1997,NA,84,419,1871,1778,42,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,840,1257,4677.5,94.5,2667,NA,NA,NA,550
229180,GOLOVIN,64.5636669,-163.0010031,1998,NA,86,868,1088,5736,17,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,860,2604,2720,38.25,8604,NA,NA,NA,2200
229180,GOLOVIN,64.5636669,-163.0010031,1999,NA,56,1295,1733,237,54,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,560,3885,4332.5,121.5,355.5,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2000,NA,42,1328,866,4306,18,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,420,3984,2165,40.5,6459,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2001,NA,65,199,1206,168,68,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,650,597,3015,153,252,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2002,NA,42,979,1144,7827,66,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,420,2937,2860,148.5,11740.5,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2003,NA,80,178,448,351,28,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,800,534,1120,63,526.5,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2004,NA,143,98,290,7694,45,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1430,294,725,101.25,11541,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2005,NA,76,140,204,2126,7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,760,420,510,15.75,3189,NA,NA,NA,0
229180,GOLOVIN,64.5636669,-163.0010031,2006,NA,112,760,362,5283,31,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1120,2280,905,69.75,7924.5,NA,NA,NA,2750
229180,GOLOVIN,64.5636669,-163.0010031,2007,NA,87,422,659,1799,158,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,870,1266,1647.5,355.5,2698.5,NA,NA,NA,1100
229180,GOLOVIN,64.5636669,-163.0010031,2008,NA,68,840,260,2889,92,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,680,2520,650,207,4333.5,NA,NA,NA,1100
229180,GOLOVIN,64.5636669,-163.0010031,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650
229180,GOLOVIN,64.5636669,-163.0010031,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200
229290,GOODNEWS BAY,59.1287126,-161.5756562,1990,NA,351,1556,193,0,970,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,3510,4668,482.5,2182.5,0,NA,NA,NA,0
229290,GOODNEWS BAY,59.1287126,-161.5756562,1991,NA,894,1789,144,0,1161,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,8940,5367,360,2612.25,0,NA,NA,NA,0
229290,GOODNEWS BAY,59.1287126,-161.5756562,1992,NA,318,1163,921,0,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,3489,2302.5,1505.25,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1993,NA,628,1197,188,0,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6280,3591,470,1764,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1994,NA,712,435,425,0,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7120,1305,1062.5,1505.25,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1995,NA,897,296,153,0,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8970,888,382.5,506.25,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1996,NA,403,293,214,0,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4030,879,535,924.75,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1997,NA,437,343,133,0,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4370,1029,332.5,1062,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1998,NA,713,312,285,0,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7130,936,712.5,1086.75,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,1999,NA,805,439,250,0,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8050,1317,625,1732.5,0,NA,NA,NA,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2000,NA,601,414,280,0,1028,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6010,1242,700,2313,0,NA,NA,1080,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2001,NA,859,508,182,0,921,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,8590,1524,455,2072.25,0,NA,NA,0,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2002,NA,703,202,312,0,794,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,7030,606,780,1786.5,0,NA,NA,540,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2003,3919,649,1110,126,0,672,NA,NA,NA,NA,NA,0,0,1777.3242630385487,NA,NA,6490,3330,315,1512,0,NA,NA,0,0
229290,GOODNEWS BAY,59.1287126,-161.5756562,2004,2173,851,1411,221,0,805,NA,NA,NA,NA,NA,0,NA,985.4875283446712,NA,NA,8510,4233,552.5,1811.25,0,NA,NA,0,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2005,2986,794,615,187,1,1143,NA,NA,NA,NA,NA,0,NA,1354.1950113378684,NA,NA,7940,1845,467.5,2571.75,1.5,NA,NA,0,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2006,375,630,592,544,20,947,NA,NA,NA,NA,NA,0,NA,170.06802721088434,NA,NA,6300,1776,1360,2130.75,30,NA,NA,0,NA
229290,GOODNEWS BAY,59.1287126,-161.5756562,2007,102,24,20,7,0,66,NA,NA,NA,NA,NA,0,NA,46.25850340136054,NA,NA,240,60,17.5,148.5,0,NA,NA,0,NA
